Year,State,Constituency_Name,Winner_Candidate,Winner_Party,Previous_Winner,Previous_Party,Incumbent_Reelected
2004,Uttar Pradesh,Mainpuri,Mulayam Singh Yadav,SP,,,
2009,Uttar Pradesh,Mainpuri,Mulayam Singh Yadav,SP,Mulayam Singh Yadav,SP,TRUE
2014,Uttar Pradesh,Mainpuri,Mulayam Singh Yadav,SP,Mulayam Singh Yadav,SP,TRUE
2019,Uttar Pradesh,Mainpuri,Mulayam Singh Yadav,SP,Mulayam Singh Yadav,SP,TRUE
2024,Uttar Pradesh,Mainpuri,Dimple Yadav,SP,Mulayam Singh Yadav,SP,FALSE
2004,Uttar Pradesh,Mathura,Manvendra Singh,INC,,,
2009,Uttar Pradesh,Mathura,Jayant Chaudhary,RLD,Manvendra Singh,INC,FALSE
2014,Uttar Pradesh,Mathura,Hema Malini Dharmendra,BJP,Jayant Chaudhary,RLD,FALSE
2019,Uttar Pradesh,Mathura,Hema Malini,BJP,Hema Malini Dharmendra,BJP,FALSE
2024,Uttar Pradesh,Mathura,Hema Malini,BJP,Hema Malini,BJP,TRUE
2004,Uttar Pradesh,Meerut,Mohammed Shahid Akhlaq,BSP,,,
2009,Uttar Pradesh,Meerut,Rajendra Agrawal,BJP,Mohammed Shahid Akhlaq,BSP,FALSE
2014,Uttar Pradesh,Meerut,Rajendra Agarwal,BJP,Rajendra Agrawal,BJP,FALSE
2019,Uttar Pradesh,Meerut,Rajendra Agrawal,BJP,Rajendra Agarwal,BJP,FALSE
2024,Uttar Pradesh,Meerut,Arun Govil,BJP,Rajendra Agrawal,BJP,FALSE
2004,Uttar Pradesh,Mirzapur,Narendra Kumar Kushwaha,BSP,,,
2009,Uttar Pradesh,Mirzapur,Bal Kumar Patel,SP,Narendra Kumar Kushwaha,BSP,FALSE
2014,Uttar Pradesh,Mirzapur,Anupriya Singh Patel,Apna Dal,Bal Kumar Patel,SP,FALSE
2019,Uttar Pradesh,Mirzapur,Anupriya Patel,Apna Dal (Sonelal),Anupriya Singh Patel,Apna Dal,FALSE
2024,Uttar Pradesh,Mirzapur,Anupriya Patel,AD(S),Anupriya Patel,Apna Dal (Sonelal),TRUE
2004,Uttar Pradesh,Misrikh,Ashok Kumar Rawat,BSP,,,
2009,Uttar Pradesh,Misrikh,Ashok Kumar Rawat,BSP,Ashok Kumar Rawat,BSP,TRUE
2014,Uttar Pradesh,Misrikh,Anju Bala,BJP,Ashok Kumar Rawat,BSP,FALSE
2019,Uttar Pradesh,Misrikh,Ashok Kumar Rawat,BJP,Anju Bala,BJP,FALSE
2024,Uttar Pradesh,Misrikh,Ashok Kumar Rawat,BJP,Ashok Kumar Rawat,BJP,TRUE
2004,Uttar Pradesh,Mohanlalganj,Jai Prakash,SP,,,
2009,Uttar Pradesh,Mohanlalganj,Sushila Saroj,SP,Jai Prakash,SP,FALSE
2014,Uttar Pradesh,Mohanlalganj,Kaushal Kishore,BJP,Sushila Saroj,SP,FALSE
2019,Uttar Pradesh,Mohanlalganj,Kaushal Kishore,BJP,Kaushal Kishore,BJP,TRUE
2024,Uttar Pradesh,Mohanlalganj,R. K. Chaudhary,SP,Kaushal Kishore,BJP,FALSE
2004,Uttar Pradesh,Moradabad,Shafiqur Rahman Barq,SP,,,
2009,Uttar Pradesh,Moradabad,Mohammad Azharuddin,INC,Shafiqur Rahman Barq,SP,FALSE
2014,Uttar Pradesh,Moradabad,Kunwer Sarvesh Kumar,BJP,Mohammad Azharuddin,INC,FALSE
2019,Uttar Pradesh,Moradabad,S. T. Hasan,SP,Kunwer Sarvesh Kumar,BJP,FALSE
2024,Uttar Pradesh,Moradabad,Ruchi Vira,SP,S. T. Hasan,SP,FALSE
2004,Uttar Pradesh,Muzaffarnagar,Chaudhary Munawwar Hasan,SP,,,
2009,Uttar Pradesh,Muzaffarnagar,Kadir Rana,BSP,Chaudhary Munawwar Hasan,SP,FALSE
2014,Uttar Pradesh,Muzaffarnagar,Sanjeev Kumar Balyan,BJP,Kadir Rana,BSP,FALSE
2019,Uttar Pradesh,Muzaffarnagar,Sanjeev Kumar Balyan,BJP,Sanjeev Kumar Balyan,BJP,TRUE
2024,Uttar Pradesh,Muzaffarnagar,Harendra Singh Malik,SP,Sanjeev Kumar Balyan,BJP,FALSE
2009,Uttar Pradesh,Nagina,Yashvir Singh,SP,,,
2014,Uttar Pradesh,Nagina,Yashwant Singh,BJP,Yashvir Singh,SP,FALSE
2019,Uttar Pradesh,Nagina,Girish Chandra,BSP,Yashwant Singh,BJP,FALSE
2024,Uttar Pradesh,Nagina,Chandrashekhar,Asp(Kr),Girish Chandra,BSP,FALSE
2004,Uttar Pradesh,Padrauna,Baleshwar Yadav,National Loktantrik Party,,,
2004,Uttar Pradesh,Phulpur,Atique Ahmed,SP,,,
2009,Uttar Pradesh,Phulpur,Kapil Muni Karwariya,BSP,Atique Ahmed,SP,FALSE
2014,Uttar Pradesh,Phulpur,Keshav Prasad Maurya,BJP,Kapil Muni Karwariya,BSP,FALSE
2019,Uttar Pradesh,Phulpur,Keshari Devi Patel,BJP,Keshav Prasad Maurya,BJP,FALSE
2024,Uttar Pradesh,Phulpur,Praveen Patel,BJP,Keshari Devi Patel,BJP,FALSE
2004,Uttar Pradesh,Pilibhit,Maneka Gandhi,BJP,,,
2009,Uttar Pradesh,Pilibhit,Varun Gandhi,BJP,Maneka Gandhi,BJP,FALSE
2014,Uttar Pradesh,Pilibhit,Maneka Sanjay Gandhi,BJP,Varun Gandhi,BJP,FALSE
2019,Uttar Pradesh,Pilibhit,Varun Gandhi,BJP,Maneka Sanjay Gandhi,BJP,FALSE
2024,Uttar Pradesh,Pilibhit,Jitin Prasad,BJP,Varun Gandhi,BJP,FALSE
2004,Uttar Pradesh,Pratapgarh,Akshay Pratap Singh,SP,,,
2009,Uttar Pradesh,Pratapgarh,Ratna Singh,INC,Akshay Pratap Singh,SP,FALSE
2014,Uttar Pradesh,Pratapgarh,Kuwar Harivansh Singh,Apna Dal,Ratna Singh,INC,FALSE
2019,Uttar Pradesh,Pratapgarh,Sangam Lal Gupta,BJP,Kuwar Harivansh Singh,Apna Dal,FALSE
2024,Uttar Pradesh,Pratapgarh,Shiv Pal Singh Patel,SP,Sangam Lal Gupta,BJP,FALSE
2009,Uttar Pradesh,Rae Bareli,Sonia Gandhi,INC,,,
2014,Uttar Pradesh,Rae Bareli,Sonia Gandhi,INC,Sonia Gandhi,INC,TRUE
2019,Uttar Pradesh,Rae Bareli,Sonia Gandhi,INC,Sonia Gandhi,INC,TRUE
2024,Uttar Pradesh,Rae Bareli,Rahul Gandhi,INC,Sonia Gandhi,INC,FALSE
2004,Uttar Pradesh,Raebareli,Sonia Gandhi,INC,,,
2004,Uttar Pradesh,Rampur,Jaya Prada,SP,,,
2009,Uttar Pradesh,Rampur,Jaya Prada,SP,Jaya Prada,SP,TRUE
2014,Uttar Pradesh,Rampur,Dr. Nepal Singh,BJP,Jaya Prada,SP,FALSE
2019,Uttar Pradesh,Rampur,Azam Khan,SP,Dr. Nepal Singh,BJP,FALSE
2024,Uttar Pradesh,Rampur,Mohibbullah,SP,Azam Khan,SP,FALSE
2004,Uttar Pradesh,Robertsganj,Lal Chandra Kol,BSP,,,
2009,Uttar Pradesh,Robertsganj,Pakaudi Lal Kol,SP,Lal Chandra Kol,BSP,FALSE
2014,Uttar Pradesh,Robertsganj,Chhotelal,BJP,Pakaudi Lal Kol,SP,FALSE
2019,Uttar Pradesh,Robertsganj,Pakauri Lal,Apna Dal (Sonelal),Chhotelal,BJP,FALSE
2024,Uttar Pradesh,Robertsganj,Chhotelal,SP,Pakauri Lal,Apna Dal (Sonelal),FALSE
2004,Uttar Pradesh,Saharanpur,Rasheed Masood,SP,,,
2009,Uttar Pradesh,Saharanpur,Jagdish Singh Rana,BSP,Rasheed Masood,SP,FALSE
2014,Uttar Pradesh,Saharanpur,Raghav Lakhanpal,BJP,Jagdish Singh Rana,BSP,FALSE
2019,Uttar Pradesh,Saharanpur,Haji Fazlur Rehman,BSP,Raghav Lakhanpal,BJP,FALSE
2024,Uttar Pradesh,Saharanpur,Imran Masood,INC,Haji Fazlur Rehman,BSP,FALSE
2004,Uttar Pradesh,Saidpur,Tufani Saroj,SP,,,
2004,Uttar Pradesh,Salempur,Harikeval Prasad,SP,,,
2009,Uttar Pradesh,Salempur,Ramashankar Rajbhar,BSP,Harikeval Prasad,SP,FALSE
2014,Uttar Pradesh,Salempur,Ravindra Kushawaha,BJP,Ramashankar Rajbhar,BSP,FALSE
2019,Uttar Pradesh,Salempur,Ravindra Kushawaha,BJP,Ravindra Kushawaha,BJP,TRUE
2024,Uttar Pradesh,Salempur,Ramashankar Rajbhar,SP,Ravindra Kushawaha,BJP,FALSE
2004,Uttar Pradesh,Sambhal,Ram Gopal Yadav,SP,,,
2009,Uttar Pradesh,Sambhal,Shafiqur Rahman Barq,BSP,Ram Gopal Yadav,SP,FALSE
2014,Uttar Pradesh,Sambhal,Satyapal Singh,BJP,Shafiqur Rahman Barq,BSP,FALSE
2019,Uttar Pradesh,Sambhal,Shafiqur Rehman Barq,SP,Satyapal Singh,BJP,FALSE
2024,Uttar Pradesh,Sambhal,Zia ur Rahman Barq,SP,Shafiqur Rehman Barq,SP,FALSE
2009,Uttar Pradesh,Sant Kabir Nagar,Bhishma Shankar Tiwari,BSP,,,
2014,Uttar Pradesh,Sant Kabir Nagar,Sharad Tripathi,BJP,Bhishma Shankar Tiwari,BSP,FALSE
2019,Uttar Pradesh,Sant Kabir Nagar,Praveen Kumar Nishad,BJP,Sharad Tripathi,BJP,FALSE
2024,Uttar Pradesh,Sant Kabir Nagar,Laxmikant,SP,Praveen Kumar Nishad,BJP,FALSE
2004,Uttar Pradesh,Shahabad,Iliyas Azmi,SP,,,
2004,Uttar Pradesh,Shahjahanpur,Jitin Prasada,INC,,,
2009,Uttar Pradesh,Shahjahanpur,Mithlesh Kumar,SP,Jitin Prasada,INC,FALSE
2014,Uttar Pradesh,Shahjahanpur,Krishna Raj,BJP,Mithlesh Kumar,SP,FALSE
2019,Uttar Pradesh,Shahjahanpur,Arun Kumar Sagar,BJP,Krishna Raj,BJP,FALSE
2024,Uttar Pradesh,Shahjahanpur,Arun Kumar Sagar,BJP,Arun Kumar Sagar,BJP,TRUE
2014,Uttar Pradesh,Shravasti,Daddan Mishra,BJP,,,
2009,Uttar Pradesh,Shrawasti,Vinay Kumar Pandey,INC,,,
2019,Uttar Pradesh,Shrawasti,Ram Shiromani Verma,BSP,Vinay Kumar Pandey,INC,FALSE
2024,Uttar Pradesh,Shrawasti,Ram Shiromani Verma,SP,Ram Shiromani Verma,BSP,TRUE
2004,Uttar Pradesh,Sitapur,Rajesh Verma,BSP,,,
2009,Uttar Pradesh,Sitapur,Kaisar Jahan,BSP,Rajesh Verma,BSP,FALSE
2014,Uttar Pradesh,Sitapur,Rajesh Verma,BJP,Kaisar Jahan,BSP,FALSE
2019,Uttar Pradesh,Sitapur,Rajesh Verma,BJP,Rajesh Verma,BJP,TRUE
2024,Uttar Pradesh,Sitapur,Rakesh Rathore,INC,Rajesh Verma,BJP,FALSE
2004,Uttar Pradesh,Sultanpur,Mohammad Tahir Khan,BSP,,,
2009,Uttar Pradesh,Sultanpur,Sanjaya Sinh,INC,Mohammad Tahir Khan,BSP,FALSE
2014,Uttar Pradesh,Sultanpur,Varun Gandhi,BJP,Sanjaya Sinh,INC,FALSE
2019,Uttar Pradesh,Sultanpur,Maneka Gandhi,BJP,Varun Gandhi,BJP,FALSE
2024,Uttar Pradesh,Sultanpur,Rambhual Nishad,SP,Maneka Gandhi,BJP,FALSE
2004,Uttar Pradesh,Unnao,Brajesh Pathak,BSP,,,
2009,Uttar Pradesh,Unnao,Annu Tandon,INC,Brajesh Pathak,BSP,FALSE
2014,Uttar Pradesh,Unnao,Swami Sachchidanand Hari Sakshi,BJP,Annu Tandon,INC,FALSE
2019,Uttar Pradesh,Unnao,Sakshi Maharaj,BJP,Swami Sachchidanand Hari Sakshi,BJP,FALSE
2024,Uttar Pradesh,Unnao,Sakshi Maharaj,BJP,Sakshi Maharaj,BJP,TRUE
2004,Uttar Pradesh,Varanasi,Rajesh Kumar Mishra,INC,,,
2009,Uttar Pradesh,Varanasi,Murli Manohar Joshi,BJP,Rajesh Kumar Mishra,INC,FALSE
2014,Uttar Pradesh,Varanasi,Narendra Modi,BJP,Murli Manohar Joshi,BJP,FALSE
2019,Uttar Pradesh,Varanasi,Narendra Modi,BJP,Narendra Modi,BJP,TRUE
2024,Uttar Pradesh,Varanasi,Narendra Modi,BJP,Narendra Modi,BJP,TRUE
2004,Uttarakhand,Almora,Bachi Singh Rawat,BJP,,,
2009,Uttarakhand,Almora,Pradeep Tamta,INC,Bachi Singh Rawat,BJP,FALSE
2014,Uttarakhand,Almora,Ajay Tamta,BJP,Pradeep Tamta,INC,FALSE
2019,Uttarakhand,Almora,Ajay Tamta,BJP,Ajay Tamta,BJP,TRUE
2024,Uttarakhand,Almora,Ajay Tamta,BJP,Ajay Tamta,BJP,TRUE
2004,Uttarakhand,Garhwal,B. C. Khanduri,BJP,,,
2009,Uttarakhand,Garhwal,Satpal Maharaj,INC,B. C. Khanduri,BJP,FALSE
2014,Uttarakhand,Garhwal,B. C. Khanduri,BJP,Satpal Maharaj,INC,FALSE
2019,Uttarakhand,Garhwal,Tirath Singh Rawat,BJP,B. C. Khanduri,BJP,FALSE
2024,Uttarakhand,Garhwal,Anil Baluni,BJP,Tirath Singh Rawat,BJP,FALSE
2004,Uttarakhand,Haridwar,Rajendra Kumar Badi,SP,,,
2009,Uttarakhand,Haridwar,Harish Rawat,INC,Rajendra Kumar Badi,SP,FALSE
2014,Uttarakhand,Haridwar,Ramesh Pokhriyal,BJP,Harish Rawat,INC,FALSE
2019,Uttarakhand,Haridwar,Ramesh Pokhriyal,BJP,Ramesh Pokhriyal,BJP,TRUE
2024,Uttarakhand,Haridwar,Trivendra Singh Rawat,BJP,Ramesh Pokhriyal,BJP,FALSE
2004,Uttarakhand,Nainital,K. C. Singh Baba,INC,,,
2009,Uttarakhand,Nainital-Udhamsingh Nagar,K. C. Singh Baba,INC,,,
2014,Uttarakhand,Nainital-Udhamsingh Nagar,Bhagat Singh Koshyari,BJP,K. C. Singh Baba,INC,FALSE
2019,Uttarakhand,Nainital-Udhamsingh Nagar,Ajay Bhatt,BJP,Bhagat Singh Koshyari,BJP,FALSE
2024,Uttarakhand,Nainital-Udhamsingh Nagar,Ajay Bhatt,BJP,Ajay Bhatt,BJP,TRUE
2004,Uttarakhand,Tehri Garhwal,Manabendra Shah,BJP,,,
2009,Uttarakhand,Tehri Garhwal,Vijay Bahuguna,INC,Manabendra Shah,BJP,FALSE
2014,Uttarakhand,Tehri Garhwal,Mala Rajya Laxmi Shah,BJP,Vijay Bahuguna,INC,FALSE
2019,Uttarakhand,Tehri Garhwal,Mala Rajya Laxmi Shah,BJP,Mala Rajya Laxmi Shah,BJP,TRUE
2024,Uttarakhand,Tehri Garhwal,Mala Rajya Lakshmi Shah,BJP,Mala Rajya Laxmi Shah,BJP,FALSE
2004,West Bengal,Alipurduars,Joachim Baxla,RSP,,,
2009,West Bengal,Alipurduars,Manohar Tirkey,RSP,Joachim Baxla,RSP,FALSE
2014,West Bengal,Alipurduars,Dasrath Tirkey,TMC,Manohar Tirkey,RSP,FALSE
2019,West Bengal,Alipurduars,John Barla,BJP,Dasrath Tirkey,TMC,FALSE
2024,West Bengal,Alipurduars,Manoj Tigga,BJP,John Barla,BJP,FALSE
2004,West Bengal,Arambagh,Anil Basu,CPI(M),,,
2009,West Bengal,Arambagh,Sakti Mohan Malik,CPI(M),Anil Basu,CPI(M),FALSE
2014,West Bengal,Arambagh,Aparupa Poddar,TMC,Sakti Mohan Malik,CPI(M),FALSE
2019,West Bengal,Arambagh,Aparupa Poddar,TMC,Aparupa Poddar,TMC,TRUE
2024,West Bengal,Arambagh,Mitali Bag,TMC,Aparupa Poddar,TMC,FALSE
2004,West Bengal,Asansol,Bikash Chowdhury,CPI(M),,,
2009,West Bengal,Asansol,Bansa Gopal Chowdhury,CPI(M),Bikash Chowdhury,CPI(M),FALSE
2014,West Bengal,Asansol,Babul Supriyo,BJP,Bansa Gopal Chowdhury,CPI(M),FALSE
2019,West Bengal,Asansol,Babul Supriyo,BJP,Babul Supriyo,BJP,TRUE
2024,West Bengal,Asansol,Shatrughan Prasad Sinha,TMC,Babul Supriyo,BJP,FALSE
2009,West Bengal,Baharampur,Adhir Ranjan Chowdhury,INC,,,
2014,West Bengal,Baharampur,Adhir Ranjan Chowdhury,INC,Adhir Ranjan Chowdhury,INC,TRUE
2019,West Bengal,Baharampur,Adhir Ranjan Chowdhury,INC,Adhir Ranjan Chowdhury,INC,TRUE
2024,West Bengal,Baharampur,Yusuf Pathan,TMC,Adhir Ranjan Chowdhury,INC,FALSE
2004,West Bengal,Balurghat,Ranen Barman,RSP,,,
2009,West Bengal,Balurghat,Prasanta Kumar Majumdar,RSP,Ranen Barman,RSP,FALSE
2014,West Bengal,Balurghat,Arpita Ghosh,TMC,Prasanta Kumar Majumdar,RSP,FALSE
2019,West Bengal,Balurghat,Sukanta Majumder,BJP,Arpita Ghosh,TMC,FALSE
2024,West Bengal,Balurghat,Sukanta Majumdar,BJP,Sukanta Majumder,BJP,FALSE
2009,West Bengal,Bangaon,Gobinda Chandra Naskar,TMC,,,
2014,West Bengal,Bangaon,Mamata Thakur,TMC,Gobinda Chandra Naskar,TMC,FALSE
2019,West Bengal,Bangaon,Shantanu Thakur,BJP,Mamata Thakur,TMC,FALSE
2024,West Bengal,Bangaon,Shantanu Thakur,BJP,Shantanu Thakur,BJP,TRUE
2004,West Bengal,Bankura,Basudeb Acharia,CPI(M),,,
2009,West Bengal,Bankura,Basudeb Acharia,CPI(M),Basudeb Acharia,CPI(M),TRUE
2014,West Bengal,Bankura,Sreemati Dev Varma (Moon Moon Sen),TMC,Basudeb Acharia,CPI(M),FALSE
2019,West Bengal,Bankura,Subhash Sarkar,BJP,Sreemati Dev Varma (Moon Moon Sen),TMC,FALSE
2024,West Bengal,Bankura,Arup Chakraborty,TMC,Subhash Sarkar,BJP,FALSE
2004,West Bengal,Barasat,Subrata Bose,AIFB,,,
2009,West Bengal,Barasat,Kakoli Ghosh Dastidar,TMC,Subrata Bose,AIFB,FALSE
2014,West Bengal,Barasat,Dr. Kakali Ghoshdostidar,TMC,Kakoli Ghosh Dastidar,TMC,FALSE
2019,West Bengal,Barasat,Kakali Ghosh Dastidar,TMC,Dr. Kakali Ghoshdostidar,TMC,FALSE
2024,West Bengal,Barasat,Kakoli Ghosh Dastidar,TMC,Kakali Ghosh Dastidar,TMC,FALSE
2009,West Bengal,Bardhaman Purba,Anup Kumar Saha,CPI(M),,,
2014,West Bengal,Bardhaman Purba,Sunil Kumar Mondal,TMC,Anup Kumar Saha,CPI(M),FALSE
2019,West Bengal,Bardhaman Purba,Sunil Kumar Mondal,TMC,Sunil Kumar Mondal,TMC,TRUE
2024,West Bengal,Bardhaman Purba,Sharmila Sarkar,TMC,Sunil Kumar Mondal,TMC,FALSE
2009,West Bengal,Bardhaman-Durgapur,Sheikh Saidul Haque,CPI(M),,,
2014,West Bengal,Bardhaman-Durgapur,Mamtaz Sanghamita,TMC,Sheikh Saidul Haque,CPI(M),FALSE
2019,West Bengal,Bardhaman-Durgapur,S. S. Ahluwalia,BJP,Mamtaz Sanghamita,TMC,FALSE
2024,West Bengal,Bardhaman-Durgapur,Kirti Azad Jha,TMC,S. S. Ahluwalia,BJP,FALSE
2004,West Bengal,Barrackpore,Tarit Baran Topdar,CPI(M),,,
2014,West Bengal,Barrackpore,Dinesh Trivedi,TMC,Tarit Baran Topdar,CPI(M),FALSE
2019,West Bengal,Barrackpore,Arjun Singh,BJP,Dinesh Trivedi,TMC,FALSE
2009,West Bengal,Barrackpur,Dinesh Trivedi,TMC,,,
2024,West Bengal,Barrackpur,Partha Bhowmick,TMC,Dinesh Trivedi,TMC,FALSE
2004,West Bengal,Basirhat,Ajay Chakraborty,CPI,,,
2009,West Bengal,Basirhat,Haji Nurul Islam,TMC,Ajay Chakraborty,CPI,FALSE
2014,West Bengal,Basirhat,Idris Ali,TMC,Haji Nurul Islam,TMC,FALSE
2019,West Bengal,Basirhat,Nusrat Jahan,TMC,Idris Ali,TMC,FALSE
2024,West Bengal,Basirhat,Sk Nurul Islam,TMC,Nusrat Jahan,TMC,FALSE
2004,West Bengal,Berhampore,Adhir Ranjan Chowdhury,INC,,,
2004,West Bengal,Birbhum,Ram Chandra Dome,CPI(M),,,
2009,West Bengal,Birbhum,Satabdi Roy,TMC,Ram Chandra Dome,CPI(M),FALSE
2014,West Bengal,Birbhum,Satabdi Roy (Banerjee),TMC,Satabdi Roy,TMC,FALSE
2019,West Bengal,Birbhum,Shatabdi Roy,TMC,Satabdi Roy (Banerjee),TMC,FALSE
2024,West Bengal,Birbhum,Satabdi Roy,TMC,Shatabdi Roy,TMC,FALSE
2009,West Bengal,Bishnupur,Susmita Bauri,CPI(M),,,
2014,West Bengal,Bishnupur,Khan Saumitra,TMC,Susmita Bauri,CPI(M),FALSE
2019,West Bengal,Bishnupur,Saumitra Khan,BJP,Khan Saumitra,TMC,FALSE
2024,West Bengal,Bishnupur,Saumitra Khan,BJP,Saumitra Khan,BJP,TRUE
2004,West Bengal,Bolpur,Somnath Chatterjee,CPI(M),,,
2009,West Bengal,Bolpur,Ram Chandra Dome,CPI(M),Somnath Chatterjee,CPI(M),FALSE
2014,West Bengal,Bolpur,Anupam Hazra,TMC,Ram Chandra Dome,CPI(M),FALSE
2019,West Bengal,Bolpur,Asit Kumar Mal,TMC,Anupam Hazra,TMC,FALSE
2024,West Bengal,Bolpur,Asit Kumar Mal,TMC,Asit Kumar Mal,TMC,TRUE
2004,West Bengal,Burdwan,Nikhilananda Sar,CPI(M),,,
2004,West Bengal,Calcutta North East,Mohammed Salim,CPI(M),,,
2004,West Bengal,Calcutta North West,Sudhangshu Seal,CPI(M),,,
2004,West Bengal,Calcutta South,Mamata Banerjee,TMC,,,
2004,West Bengal,Contai,Prasanta Pradhan,CPI(M),,,
2004,West Bengal,Cooch Behar,Hiten Barman,AIFB,,,
2009,West Bengal,Cooch Behar,Nripendra Nath Roy,AIFB,Hiten Barman,AIFB,FALSE
2014,West Bengal,Cooch Behar,Renuka Sinha,TMC,Nripendra Nath Roy,AIFB,FALSE
2019,West Bengal,Cooch Behar,Nisith Pramanik,BJP,Renuka Sinha,TMC,FALSE
2024,West Bengal,Cooch Behar,Jagadish Chandra Barma Basunia,TMC,Nisith Pramanik,BJP,FALSE
2004,West Bengal,Darjeeling,Dawa Narbula,INC,,,
2009,West Bengal,Darjeeling,Jaswant Singh,BJP,Dawa Narbula,INC,FALSE
2014,West Bengal,Darjeeling,S.S.Ahluwalia,BJP,Jaswant Singh,BJP,FALSE
2019,West Bengal,Darjeeling,Raju Singh Bisht,BJP,S.S.Ahluwalia,BJP,FALSE
2024,West Bengal,Darjeeling,Raju Bista,BJP,Raju Singh Bisht,BJP,FALSE
2004,West Bengal,Diamond Harbour,Samik Lahiri,CPI(M),,,
2009,West Bengal,Diamond Harbour,Somen Mitra,TMC,Samik Lahiri,CPI(M),FALSE
2014,West Bengal,Diamond Harbour,Abhishek Banerjee,TMC,Somen Mitra,TMC,FALSE
2019,West Bengal,Diamond Harbour,Abhishek Banerjee,TMC,Abhishek Banerjee,TMC,TRUE
2024,West Bengal,Diamond Harbour,Abhishek Banerjee,TMC,Abhishek Banerjee,TMC,TRUE
2004,West Bengal,Dum Dum,Amitava Nandy,CPI(M),,,
2009,West Bengal,Dum Dum,Saugata Roy,TMC,Amitava Nandy,CPI(M),FALSE
2014,West Bengal,Dum Dum,Saugata Roy,TMC,Saugata Roy,TMC,TRUE
2019,West Bengal,Dum Dum,Saugata Roy,TMC,Saugata Roy,TMC,TRUE
2024,West Bengal,Dum Dum,Sougata Ray,TMC,Saugata Roy,TMC,FALSE
2004,West Bengal,Durgapur,Sunil Khan,CPI(M),,,
2009,West Bengal,Ghatal,Gurudas Dasgupta,CPI,,,
2014,West Bengal,Ghatal,Adhikari Deepak (Dev),TMC,Gurudas Dasgupta,CPI,FALSE
2019,West Bengal,Ghatal,Deepak Adhikari (Dev),TMC,Adhikari Deepak (Dev),TMC,FALSE
2024,West Bengal,Ghatal,Deepak Adhikari (Dev),TMC,Deepak Adhikari (Dev),TMC,TRUE
2004,West Bengal,Hooghly,Rupchand Pal,CPI(M),,,
2009,West Bengal,Hooghly,Ratna De,TMC,Rupchand Pal,CPI(M),FALSE
2014,West Bengal,Hooghly,Dr. Ratna De (Nag),TMC,Ratna De,TMC,FALSE
2019,West Bengal,Hooghly,Locket Chatterjee,BJP,Dr. Ratna De (Nag),TMC,FALSE
2024,West Bengal,Hooghly,Rachna Banerjee,TMC,Locket Chatterjee,BJP,FALSE
2004,West Bengal,Howrah,Swadesh Chakraborty,CPI(M),,,
2009,West Bengal,Howrah,Ambica Banerjee,TMC,Swadesh Chakraborty,CPI(M),FALSE
2014,West Bengal,Howrah,Prasun Banerjee,TMC,Ambica Banerjee,TMC,FALSE
2019,West Bengal,Howrah,Prasun Banerjee,TMC,Prasun Banerjee,TMC,TRUE
2024,West Bengal,Howrah,Prasun Banerjee,TMC,Prasun Banerjee,TMC,TRUE
2004,West Bengal,Jadavpur,Sujan Chakraborty,CPI(M),,,
2009,West Bengal,Jadavpur,Kabir Suman,TMC,Sujan Chakraborty,CPI(M),FALSE
2014,West Bengal,Jadavpur,Sugata Bose,TMC,Kabir Suman,TMC,FALSE
2019,West Bengal,Jadavpur,Mimi Chakraborty,TMC,Sugata Bose,TMC,FALSE
2024,West Bengal,Jadavpur,Sayani Ghosh,TMC,Mimi Chakraborty,TMC,FALSE
2004,West Bengal,Jalpaiguri,Minati Sen,CPI(M),,,
2009,West Bengal,Jalpaiguri,Mahendra Kumar Roy,CPI(M),Minati Sen,CPI(M),FALSE
2014,West Bengal,Jalpaiguri,Bijoy Chandra Barman,TMC,Mahendra Kumar Roy,CPI(M),FALSE
2019,West Bengal,Jalpaiguri,Jayanta Kumar Roy,BJP,Bijoy Chandra Barman,TMC,FALSE
2024,West Bengal,Jalpaiguri,Jayanta Kumar Roy,BJP,Jayanta Kumar Roy,BJP,TRUE
2004,West Bengal,Jangipur,Pranab Mukherjee,INC,,,
2009,West Bengal,Jangipur,Pranab Mukherjee,INC,Pranab Mukherjee,INC,TRUE
2014,West Bengal,Jangipur,Abhijit Mukherjee,INC,Pranab Mukherjee,INC,FALSE
2019,West Bengal,Jangipur,Khalilur Rahman,TMC,Abhijit Mukherjee,INC,FALSE
2024,West Bengal,Jangipur,Khalilur Rahaman,TMC,Khalilur Rahman,TMC,FALSE
2009,West Bengal,Jaynagar,Tarun Mandal,Socialist Unity Centre Of India (C),,,
2014,West Bengal,Jaynagar,Pratima Mondal,TMC,Tarun Mandal,Socialist Unity Centre Of India (C),FALSE
2019,West Bengal,Jaynagar,Pratima Mondal,TMC,Pratima Mondal,TMC,TRUE
2004,West Bengal,Jhargram,Rupchand Murmu,CPI(M),,,
2009,West Bengal,Jhargram,Pulin Bihari Baske,CPI(M),Rupchand Murmu,CPI(M),FALSE
2014,West Bengal,Jhargram,Uma Saren,TMC,Pulin Bihari Baske,CPI(M),FALSE
2019,West Bengal,Jhargram,Kumar Hembram,BJP,Uma Saren,TMC,FALSE
2024,West Bengal,Jhargram,Kalipada Saren,TMC,Kumar Hembram,BJP,FALSE
2004,West Bengal,Joynagar,Sanat Kumar Mandal,RSP,,,
2024,West Bengal,Joynagar,Pratima Mondal,TMC,Sanat Kumar Mandal,RSP,FALSE
2009,West Bengal,Kanthi,Sisir Adhikari,TMC,,,
